height of plant (m),plant width north-south (m),plant width east-west (m),clinometer distance (m),top of plant (deg),base of plant (deg),shrub shape,shrub class,shrub_measurement_repeat_calc,shrub_measurement_group_calc,shrub_measurement_calc,test note,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission___version__,_submission__tags
0.7,0.85,0.9,,,,,,,,,,1472,shrub_measurement_repeat,1086,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.55,0.83,1.12,,,,,,,,,,1473,shrub_measurement_repeat,1086,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.53,1.36,0.88,,,,,,,,,,1474,shrub_measurement_repeat,1086,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.74,1.29,1.29,,,,,,,,,,1475,shrub_measurement_repeat,1087,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.73,0.85,0.9,,,,,,,,,,1476,shrub_measurement_repeat,1087,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.49,0.58,0.4,,,,,,,,,,1477,shrub_measurement_repeat,1087,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.83,1.18,1.33,,,,,,,,,,1478,shrub_measurement_repeat,1087,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.62,0.73,0.76,,,,,,,,,,1479,shrub_measurement_repeat,1087,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.67,0.82,0.86,,,,rounded,accent,,,,,1480,shrub_measurement_repeat,1091,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.57,0.72,0.84,,,,rounded,accent,,,,,1481,shrub_measurement_repeat,1091,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.4,1.81,1.7,,,,rounded,accent,,,,,1482,shrub_measurement_repeat,1091,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.34,1.73,1.56,,,,rounded,accent,,,,,1483,shrub_measurement_repeat,1091,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.9,0.9,0.95,,,,rounded,accent,,,,,1484,shrub_measurement_repeat,1091,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
3.15,2.13,2.79,,,,upright,accent,,,,,1485,shrub_measurement_repeat,1092,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.5,0.45,0.42,,,,rounded,accent,,,,,1486,shrub_measurement_repeat,1093,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.32,0.37,0.41,,,,rounded,accent,,,,,1487,shrub_measurement_repeat,1093,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.41,0.61,0.63,,,,,,,,,,1488,shrub_measurement_repeat,1100,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
3,4.3,4.65,,,,,,,,,,1489,shrub_measurement_repeat,1101,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1,1.8,1.36,,,,,,,,,,1490,shrub_measurement_repeat,1102,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.82,0.84,0.89,,,,,,,,,,1491,shrub_measurement_repeat,1103,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.43,0.5,0.55,,,,,,,,,,1492,shrub_measurement_repeat,1104,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.38,0.32,0.23,,,,,,,,,,1493,shrub_measurement_repeat,1104,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.52,0.86,0.74,,,,,,,,,,1494,shrub_measurement_repeat,1104,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.58,1.13,0.99,,,,,,,,,,1495,shrub_measurement_repeat,1104,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.4,0.64,0.7,,,,,,,,,,1496,shrub_measurement_repeat,1104,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.08,1.77,1.35,,,,,,,,,,1497,shrub_measurement_repeat,1105,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.05,1.5,1.63,,,,,,,,,,1498,shrub_measurement_repeat,1105,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.51,0.86,0.84,,,,,,,,,,1499,shrub_measurement_repeat,1105,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.15,0.89,1.1,,,,,,,,,,1500,shrub_measurement_repeat,1105,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
1.56,1.97,1.95,,,,,,,,,,1501,shrub_measurement_repeat,1105,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
0.48,0.51,0.57,,,,,,,,,,1502,shrub_measurement_repeat,1107,240184108,65683f74-a5c3-4948-b14d-1f315308d2d7,2023-05-22 21:39:57,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.3,1.3,1.46,,,,,,,,,,1503,shrub_measurement_repeat,1107,240184108,65683f74-a5c3-4948-b14d-1f315308d2d7,2023-05-22 21:39:57,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.6,0.98,0.98,,,,,,,,,,1504,shrub_measurement_repeat,1107,240184108,65683f74-a5c3-4948-b14d-1f315308d2d7,2023-05-22 21:39:57,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.76,0.6,0.67,,,,,,,,,,1505,shrub_measurement_repeat,1107,240184108,65683f74-a5c3-4948-b14d-1f315308d2d7,2023-05-22 21:39:57,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.34,1.5,1.36,,,,,,,,,,1506,shrub_measurement_repeat,1107,240184108,65683f74-a5c3-4948-b14d-1f315308d2d7,2023-05-22 21:39:57,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.47,0.79,0.79,,,,,,,,,,1507,shrub_measurement_repeat,1109,240184108,65683f74-a5c3-4948-b14d-1f315308d2d7,2023-05-22 21:39:57,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.43,0.63,0.68,,,,,,,,,,1508,shrub_measurement_repeat,1109,240184108,65683f74-a5c3-4948-b14d-1f315308d2d7,2023-05-22 21:39:57,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.44,1.97,2.08,,,,spreading,accent,,,,,1509,shrub_measurement_repeat,1111,240459343,a013a1e1-cb36-4c38-85ab-3f7397b7be2b,2023-05-23 22:45:00,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.82,1.05,1.22,,,,spreading,accent,,,,,1510,shrub_measurement_repeat,1111,240459343,a013a1e1-cb36-4c38-85ab-3f7397b7be2b,2023-05-23 22:45:00,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.84,1.66,1.24,,,,spreading,accent,,,,,1511,shrub_measurement_repeat,1111,240459343,a013a1e1-cb36-4c38-85ab-3f7397b7be2b,2023-05-23 22:45:00,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.35,2.48,2.72,,,,spreading,accent,,,,,1512,shrub_measurement_repeat,1111,240459343,a013a1e1-cb36-4c38-85ab-3f7397b7be2b,2023-05-23 22:45:00,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.13,1.96,2.03,,,,spreading,accent,,,,,1513,shrub_measurement_repeat,1111,240459343,a013a1e1-cb36-4c38-85ab-3f7397b7be2b,2023-05-23 22:45:00,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.9,2.63,2.65,,,,natural,accent,,,,,1514,shrub_measurement_repeat,1114,240459375,35b7ca8e-a8bf-4bfd-9582-b0a8d65339c1,2023-05-23 22:45:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.52,1.28,1.2,,,,upright,accent,,,,,1515,shrub_measurement_repeat,1114,240459375,35b7ca8e-a8bf-4bfd-9582-b0a8d65339c1,2023-05-23 22:45:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.18,1.3,1.35,,,,natural,accent,,,,,1516,shrub_measurement_repeat,1115,240459375,35b7ca8e-a8bf-4bfd-9582-b0a8d65339c1,2023-05-23 22:45:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.8,1.03,1.02,,,,,,,,,,1517,shrub_measurement_repeat,1116,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.94,0.82,1.2,,,,,,,,,,1518,shrub_measurement_repeat,1116,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.02,1.39,1.26,,,,,,,,,,1519,shrub_measurement_repeat,1116,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.81,1.18,1.04,,,,,,,,,,1520,shrub_measurement_repeat,1116,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.7,1.16,1.38,,,,,,,,,,1521,shrub_measurement_repeat,1116,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.48,0.73,0.86,,,,,,,,,,1522,shrub_measurement_repeat,1119,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.72,1.2,1.06,,,,,,,,,,1523,shrub_measurement_repeat,1119,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.38,0.46,0.37,,,,,,,,,,1524,shrub_measurement_repeat,1119,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.31,0.2,0.26,,,,,,,,,,1525,shrub_measurement_repeat,1119,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.59,0.86,1.35,,,,,,,,,,1526,shrub_measurement_repeat,1119,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.02,1.29,1.3,,,,,,,,,,1527,shrub_measurement_repeat,1121,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.27,0.24,0.23,,,,,,,,,,1528,shrub_measurement_repeat,1121,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.08,0.02,0.02,,,,,,,,,,1529,shrub_measurement_repeat,1121,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.14,0.08,0.09,,,,,,,,,,1530,shrub_measurement_repeat,1122,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.18,0.32,0.37,,,,,,,,,,1531,shrub_measurement_repeat,1122,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.13,0.1,0.08,,,,,,,,,,1532,shrub_measurement_repeat,1122,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.14,0.27,0.21,,,,,,,,,,1533,shrub_measurement_repeat,1122,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.22,0.15,0.12,,,,,,,,,,1534,shrub_measurement_repeat,1122,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.25,0.2,0.23,,,,,,,,,,1535,shrub_measurement_repeat,1124,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.23,0.23,0.23,,,,,,,,,,1536,shrub_measurement_repeat,1124,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.23,0.37,0.61,,,,,,,,,,1537,shrub_measurement_repeat,1124,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.69,0.56,0.39,,,,,,,,,,1538,shrub_measurement_repeat,1124,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.38,0.47,0.4,,,,,,,,,,1539,shrub_measurement_repeat,1124,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.12,0.99,1.2,,,,,,,,,,1540,shrub_measurement_repeat,1127,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.25,1.16,1.83,,,,,,,,,,1541,shrub_measurement_repeat,1127,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.41,1.19,1.5,,,,,,,,,,1542,shrub_measurement_repeat,1127,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.66,2.12,1.72,,,,,,,,,,1543,shrub_measurement_repeat,1127,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.45,1.92,2.19,,,,,,,,,,1544,shrub_measurement_repeat,1127,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.13,1,1.15,,,,,,,,,,1545,shrub_measurement_repeat,1133,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.91,1.16,1.08,,,,,,,,,,1546,shrub_measurement_repeat,1133,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.72,0.75,1.01,,,,,,,,,,1547,shrub_measurement_repeat,1135,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.64,1.12,0.98,,,,,,,,,,1548,shrub_measurement_repeat,1135,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.53,0.95,0.88,,,,,,,,,,1549,shrub_measurement_repeat,1135,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.96,1.49,1.45,,,,,,,,,,1550,shrub_measurement_repeat,1135,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.56,0.7,0.73,,,,,,,,,,1551,shrub_measurement_repeat,1135,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.38,0.38,0.45,,,,,,,,,,1552,shrub_measurement_repeat,1137,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.49,0.84,0.9,,,,,,,,,,1553,shrub_measurement_repeat,1137,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.38,0.67,0.69,,,,,,,,,,1554,shrub_measurement_repeat,1137,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.49,0.81,0.88,,,,,,,,,,1555,shrub_measurement_repeat,1137,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.33,0.36,0.39,,,,,,,,,,1556,shrub_measurement_repeat,1137,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.94,2,94,2.95,,,,,,,,,1557,shrub_measurement_repeat,1139,241008535,4ba19758-0872-4f1b-836a-8c287f9524e1,2023-05-25 20:04:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.25,1.36,1.3,,,,,,,,,,1558,shrub_measurement_repeat,1139,241008535,4ba19758-0872-4f1b-836a-8c287f9524e1,2023-05-25 20:04:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
2.26,3.74,2.76,,,,,,,,,,1559,shrub_measurement_repeat,1139,241008535,4ba19758-0872-4f1b-836a-8c287f9524e1,2023-05-25 20:04:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.22,0.22,0.23,,,,,,,,,,1560,shrub_measurement_repeat,1139,241008535,4ba19758-0872-4f1b-836a-8c287f9524e1,2023-05-25 20:04:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.52,1.88,1.89,,,,,,,,,,1561,shrub_measurement_repeat,1139,241008535,4ba19758-0872-4f1b-836a-8c287f9524e1,2023-05-25 20:04:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.27,0.24,0.23,,,,,,,,,,1562,shrub_measurement_repeat,1141,241008535,4ba19758-0872-4f1b-836a-8c287f9524e1,2023-05-25 20:04:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.55,0.64,0.77,,,,,,,,,,1563,shrub_measurement_repeat,1141,241008535,4ba19758-0872-4f1b-836a-8c287f9524e1,2023-05-25 20:04:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.86,0.87,1.04,,,,box,accent,,,,,1564,shrub_measurement_repeat,1143,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.67,0.83,0.74,,,,box,accent,,,,,1565,shrub_measurement_repeat,1143,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.93,0.98,0.85,,,,box,accent,,,,,1566,shrub_measurement_repeat,1143,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.81,1,1.03,,,,box,accent,,,,,1567,shrub_measurement_repeat,1143,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.85,0.6,0.75,,,,box,accent,,,,,1568,shrub_measurement_repeat,1144,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.79,1.44,1.62,,,,rounded,accent,,,,,1569,shrub_measurement_repeat,1146,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.07,1.85,1.75,,,,box,accent,,,,,1570,shrub_measurement_repeat,1147,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.89,1.17,1.16,,,,box,accent,,,,,1571,shrub_measurement_repeat,1147,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
2.02,2.37,2.92,,,,rounded,accent,,,,,1572,shrub_measurement_repeat,1149,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
2.06,1.94,2.62,,,,rounded,accent,,,,,1573,shrub_measurement_repeat,1149,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.43,2.31,2.26,,,,rounded,accent,,,,,1574,shrub_measurement_repeat,1149,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.43,2.24,1.97,,,,natural,naturalized,,,,,1575,shrub_measurement_repeat,1171,242318548,40ca1df9-db14-4859-9b1e-3beb3fc9cfd4,2023-05-30 23:38:39,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
2.75,2.7,2.8,,,,upright,shade,,,,,1576,shrub_measurement_repeat,1173,242318563,9c4dffef-9b65-4b7d-8bd2-1f3fa91cdd48,2023-05-30 23:38:44,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.48,1.46,1.97,,,,box,accent,,,,,1577,shrub_measurement_repeat,1173,242318563,9c4dffef-9b65-4b7d-8bd2-1f3fa91cdd48,2023-05-30 23:38:44,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.55,1.6,1.45,,,,box,accent,,,,,1578,shrub_measurement_repeat,1173,242318563,9c4dffef-9b65-4b7d-8bd2-1f3fa91cdd48,2023-05-30 23:38:44,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.65,1.9,1.9,,,,box,accent,,,,,1579,shrub_measurement_repeat,1173,242318563,9c4dffef-9b65-4b7d-8bd2-1f3fa91cdd48,2023-05-30 23:38:44,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
1.5,1.42,1.84,,,,box,accent,,,,,1580,shrub_measurement_repeat,1173,242318563,9c4dffef-9b65-4b7d-8bd2-1f3fa91cdd48,2023-05-30 23:38:44,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
0.47,1.56,1.64,,,,spreading,accent,,,,,1581,shrub_measurement_repeat,1175,242318563,9c4dffef-9b65-4b7d-8bd2-1f3fa91cdd48,2023-05-30 23:38:44,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
